PhVcal_c03r36_C0   3  36  -149980.50   150019.51    2581.811       265.0       -46.9
PhVcal_c03r37_C0   3  37  -149978.56   150021.45    2681.495       254.6       -53.8
PhVcal_c03r38_C0   3  38  -149977.36   150022.64    2666.559       253.8       -67.6
PhVcal_c03r39_C0   3  39  -149981.58   150018.43    2519.154       269.0       -33.7
PhVcal_c03r40_C0   3  40  -149979.10   150020.91    2555.135       267.2       -47.9
PhVcal_c03r41_C0   3  41  -149978.64   150021.34    2686.528       254.7       -49.9
PhVcal_c03r42_C0   3  42  -149979.46   150020.54    2631.674       261.1       -45.4
PhVcal_c03r43_C0   3  43  -149978.43   150021.58    2683.384       253.7       -54.4
PhVcal_c03r44_C0   3  44  -149976.71   150023.29    2675.480       251.0       -67.0
PhVcal_c03r45_C0   3  45  -149983.21   150016.80    2478.375       275.4       -39.6
PhVcal_c03r46_C0   3  46  -149981.14   150018.87    2558.451       267.0       -46.9
PhVcal_c03r47_C0   3  47  -149979.08   150020.93    2673.849       255.1       -49.8
PhVcal_c03r48_C0   3  48  -149979.97   150020.05    2613.091       260.6       -44.1
PhVcal_c03r49_C0   3  49  -149980.19   150019.82    2622.574       261.7       -62.0
PhVcal_c03r50_C0   3  50  -118780.91   118826.06    2107.630       250.6       -65.9
PhVcal_c03r51_C0   3  51  -149981.10   150018.91    2548.437       267.3       -31.5
PhVcal_c03r52_C0   3  52  -149982.49   150017.52    2539.061       270.3       -49.9
PhVcal_c03r53_C0   3  53  -149978.24   150021.77    2645.658       256.0       -50.9
PhVcal_c03r54_C0   3  54  -149981.00   150019.00    2572.635       267.5       -50.7
PhVcal_c03r55_C0   3  55  -149978.69   150021.32    2624.269       259.3       -59.3
PhVcal_c03r56_C0   3  56  -149978.25   150021.75    2653.232       254.4       -69.2
PhVcal_c03r57_C0   3  57  -149983.69   150016.33    2478.971       279.4       -44.1
PhVcal_c03r58_C0   3  58  -149982.29   150017.72    2535.572       272.4       -53.0
PhVcal_c03r59_C0   3  59  -149978.72   150021.29    2590.026       262.4       -58.3
PhVcal_c03r60_C0   3  60  -149979.77   150020.23    2588.410       264.3       -49.0
PhVcal_c03r61_C0   3  61  -149978.95   150021.05    2631.706       259.3       -60.4
PhVcal_c03r62_C0   3  62  -149978.63   150021.38    2634.393       259.5       -75.6
PhVcal_c03r63_C0   3  63  -149983.79   150016.23    2439.851       279.2       -44.1
PhVcal_c03r64_C0   3  64  -149980.86   150019.15    2520.496       270.5       -51.4
PhVcal_c03r65_C0   3  65  -149979.33   150020.68    2618.697       258.7       -54.4
PhVcal_c03r66_C0   3  66  -149981.03   150018.98    2512.397       271.4       -55.8
PhVcal_c03r67_C0   3  67  -149976.76   150017.79    2619.699       258.9       -60.1
PhVcal_c03r68_C0   3  68  -149977.75   150022.26    2633.703       255.7       -72.1
PhVcal_c03r69_C0   3  69  -149980.12   150019.89    2487.648       269.2       -34.5
PhVcal_c03r70_C0   3  70  -149979.86   150020.15    2492.655       271.3       -52.2
PhVcal_c03r71_C0   3  71  -149980.00   150020.00    2612.564       260.9       -56.2
PhVcal_c03r72_C0   3  72  -149980.78   150019.23    2523.975       270.0       -54.1
PhVcal_c03r73_C0   3  73  -149979.42   150020.59    2631.790       257.9       -58.6
PhVcal_c03r74_C0   3  74  -149976.33   150023.67    2690.321       251.4       -67.5
PhVcal_c03r75_C0   3  75  -149981.58   150018.43    2539.980       268.4       -34.8
PhVcal_c03r76_C0   3  76  -149980.62   150019.38    2577.842       266.6       -49.0
PhVcal_c03r77_C0   3  77  -149979.93   150020.07    2559.814       264.6       -60.9
PhVcal_c03r78_C0   3  78  -149979.07   150020.94    2601.865       262.3       -48.2
PhVcal_c03r79_C0   3  79  -149978.60   150021.41    2486.907       257.3       -59.7
PhVcal_c04r00_C0   4   0  -149979.52   150020.49    2666.362       255.4       -43.4
PhVcal_c04r01_C0   4   1  -149977.31   150022.69    2749.698       245.9       -50.6
PhVcal_c04r02_C0   4   2  -149976.66   150023.35    2728.340       244.9       -64.5
PhVcal_c04r03_C0   4   3  -149981.27   150018.79    2646.708       257.1       -27.8
